id,create_stamp,modify_stamp,version,aircraft_carrier_id,content,exact_date,place_name,track_identifier,year
512155917776027651,2020/11/14 06:44:46.194000000,2020/11/14 06:44:46.194000000,0,512155913783050240,演练,4月2日,圣迭戈海军基地,轨迹二,2013年
512155917776027652,2020/11/14 06:44:46.194000000,2020/11/14 06:44:46.194000000,0,512155913783050240,为期两天的港口电话，然后参加与韩海军的联合演习。,5月11日,釜山海军基地,轨迹二,2013年
512155917780221952,2020/11/14 06:44:46.194000000,2020/11/14 06:44:46.194000000,0,512155913783050240,为期四天的港口访问。6月9日进入中央司令部。,5月28日,普吉岛,轨迹二,2013年
512155917780221953,2020/11/14 06:44:46.195000000,2020/11/14 06:44:46.195000000,0,512155913783050240,对迪拜进行了为期四天的自由访问。,7月5日,杰贝阿里,轨迹二,2013年
512155917780221954,2020/11/14 06:44:46.195000000,2020/11/14 06:44:46.195000000,0,512155913783050240,为期四天的港口停靠,8月9日,哈利法•本•萨勒曼港,轨迹二,2013年
512155917780221955,2020/11/14 06:44:46.195000000,2020/11/14 06:44:46.195000000,0,512155913783050240,15年来首次穿越苏伊士运河后进入地中海。10月22日与FS骑士保罗（D621）参加了防空演习（ADEX）。,10月20日,苏伊士运河,轨迹二,2013年
512155917780221956,2020/11/14 06:44:46.195000000,2020/11/14 06:44:46.195000000,0,512155913783050240,进行了为期5天的港口访问。,10月30日,那不勒斯,轨迹二,2013年
512155917780221957,2020/11/14 06:44:46.195000000,2020/11/14 06:44:46.195000000,0,512155913783050240,,11月8日,苏伊士运河,轨迹二,2013年
512155917784416256,2020/11/14 06:44:46.196000000,2020/11/14 06:44:46.196000000,0,512155913783050240,,11月20日,樟宜海军基地,轨迹二,2013年
512155917784416257,2020/11/14 06:44:46.196000000,2020/11/14 06:44:46.196000000,0,512155913783050240,,11月26日,巴士海峡,轨迹二,2013年
512155917784416258,2020/11/14 06:44:46.196000000,2020/11/14 06:44:46.196000000,0,512155913783050240,休整,12月3日,珍珠港海军基地,轨迹二,2013年
512155917784416259,2020/11/14 06:44:46.196000000,2020/11/14 06:44:46.196000000,0,512155913783050240,港口停靠,12月12日,圣迭戈海军基地,轨迹二,2013年
512155917788610560,2020/11/14 06:44:46.196000000,2020/11/14 06:44:46.196000000,0,512155913783050240,返回,12月17日,埃弗里特海军基地,,2013年
512155917788610561,2020/11/14 06:44:46.197000000,2020/11/14 06:44:46.197000000,0,512155913783050240,,4月28日,埃弗里特海军基地,,2014年
512155917788610562,2020/11/14 06:44:46.197000000,2020/11/14 06:44:46.197000000,0,512155913783050240,,5月8日,圣迭戈海军基地,,2014年
512155917788610563,2020/11/14 06:44:46.197000000,2020/11/14 06:44:46.197000000,0,512155913783050240,,5月12日,埃弗里特海军基地,,2014年
512155917788610564,2020/11/14 06:44:46.197000000,2020/11/14 06:44:46.197000000,0,512155913783050240,对不列颠哥伦比亚省维多利亚进行了为期三天的港口访问,6月13日,加南大西海岸,,2014年
512155917788610565,2020/11/14 06:44:46.197000000,2020/11/14 06:44:46.197000000,0,512155913783050240,出发,6月18日,卑诗省纳诺罗斯湾,,2014年
512155917792804864,2020/11/14 06:44:46.198000000,2020/11/14 06:44:46.198000000,0,512155913783050240,,6月27日,埃弗里特海军基地,,2014年
512155917792804865,2020/11/14 06:44:46.198000000,2020/11/14 06:44:46.198000000,0,512155913783050240,,7月11日,埃弗里特海军航空站,,2014年
512155917792804866,2020/11/14 06:44:46.198000000,2020/11/14 06:44:46.198000000,0,512155913783050240,,7月21日,圣迭戈海军基地,,2014年
512155917792804867,2020/11/14 06:44:46.198000000,2020/11/14 06:44:46.198000000,0,512155913783050240,,7月28日,华盛顿州哈德洛克港海军杂志印第安岛的弹药码头,,2014年
512155917796999168,2020/11/14 06:44:46.199000000,2020/11/14 06:44:46.199000000,0,512155913783050240,,9月8日,圣迭戈海军基地,,2014年
512155917796999169,2020/11/14 06:44:46.199000000,2020/11/14 06:44:46.199000000,0,512155913783050240,为期四天的港口访问；9月20日至21日举行了“开放日”活动,9月18日,圣迭戈海军基地,,2014年
512155917796999170,2020/11/14 06:44:46.199000000,2020/11/14 06:44:46.199000000,0,512155913783050240,,9月26日,埃弗里特海军基地,,2014年
512155917796999171,2020/11/14 06:44:46.199000000,2020/11/14 06:44:46.199000000,0,512155913783050240,离开埃弗里特，10月20日至31日在南加州海岸的加拿大皇家海军（RCN）和日本海上自卫队（JMSDF）舰艇一起参加任务组演习（TGEX）,10月14日,埃弗里特海军基地,,2014年
512155917801193472,2020/11/14 06:44:46.200000000,2020/11/14 06:44:46.200000000,0,512155913783050240,返回,10月17日,圣迭戈海军基地,,2014年
512155917801193473,2020/11/14 06:44:46.200000000,2020/11/14 06:44:46.200000000,0,512155913783050240,F-35C闪电II分配给尼米兹号航母进行空中测试与评估中队,11月3日,圣克莱门特岛,,2014年
512155917801193474,2020/11/14 06:44:46.200000000,2020/11/14 06:44:46.200000000,0,512155913783050240,返回埃弗里特海军基地,11月18日,埃弗里特海军基地,,2014年
512155917801193475,2020/11/14 06:44:46.200000000,2020/11/14 06:44:46.200000000,0,512155913783050240,在普吉特海湾海军造船厂和中级维修设施进行16个月的升级改造,1月13日,布雷默顿海军基地,,2015年
512155917805387776,2020/11/14 06:44:46.201000000,2020/11/14 06:44:46.201000000,0,512155913783050240,2016年10月5日，尼米兹号（USS Nimitz）延长了20个月的使用时间，离开了基塔普-布雷默顿海军基地进行海上试验。,10月5日,布雷默顿海军基地,,2016年
512155917805387777,2020/11/14 06:44:46.201000000,2020/11/14 06:44:46.201000000,0,512155913783050240,进行为期四天的港口服务，然后在南加州海岸附近进行载机翼（CVW）11的飞行甲板认证和CQ,10月10日,圣迭戈海军基地,,2016年
512155917805387778,2020/11/14 06:44:46.201000000,2020/11/14 06:44:46.201000000,0,512155913783050240,,11月3日,布雷默顿海军基地,,2016年
512155917809582080,2020/11/14 06:44:46.202000000,2020/11/14 06:44:46.202000000,0,512155913783050240,,11月17日,圣迭戈海军基地,,2016年
512155917809582081,2020/11/14 06:44:46.202000000,2020/11/14 06:44:46.202000000,0,512155913783050240,,11月20日,圣迭戈海军基地,,2016年
512155917813776384,2020/11/14 06:44:46.203000000,2020/11/14 06:44:46.203000000,0,512155913783050240,,12月15日,布雷默顿海军基地,,2016年
512155917813776385,2020/11/14 06:44:46.203000000,2020/11/14 06:44:46.203000000,0,512155913783050240,离开,1月12日,布雷默顿海军基地,,2017年
512155917817970688,2020/11/14 06:44:46.204000000,2020/11/14 06:44:46.204000000,0,512155913783050240,2月8日至9日进行INSURV彩排；2月14日至15日正在进行INSURV评估；2月19日开始进行FRS-CQ,2月3日,圣迭戈海军基地,,2017年
512155917817970689,2020/11/14 06:44:46.204000000,2020/11/14 06:44:46.204000000,0,512155913783050240,,2月26日,布雷默顿海军基地,,2017年
512155917817970690,2020/11/14 06:44:46.204000000,2020/11/14 06:44:46.204000000,0,512155913783050240,参加了综合训练部队演习（COMPTUEX）和联合特遣部队演习（JTFEX）,3月13日,圣迭戈海军基地,,2017年
512155917817970691,2020/11/14 06:44:46.204000000,2020/11/14 06:44:46.204000000,0,512155913783050240,,4月24日,圣迭戈海军基地,,2017年
512155917817970692,2020/11/14 06:44:46.204000000,2020/11/14 06:44:46.204000000,0,512155913783050240,,4月28日,布雷默顿海军基地,,2017年
512155917822164992,2020/11/14 06:44:46.205000000,2020/11/14 06:44:46.205000000,0,512155913783050240,准备部署中东,6月1日,布雷默顿海军基地,轨迹三,2017年
512155917822164993,2020/11/14 06:44:46.205000000,2020/11/14 06:44:46.205000000,0,512155913783050240,,6月4日,圣迭戈海军基地,轨迹三,2017年
512155917822164994,2020/11/14 06:44:46.205000000,2020/11/14 06:44:46.205000000,0,512155913783050240,,6月17日,珍珠港海军基地,轨迹三,2017年
512155917822164995,2020/11/14 06:44:46.205000000,2020/11/14 06:44:46.205000000,0,512155913783050240,离开夏威夷行动，参加17-2海底战争演习（USWEX）,6月21日,珍珠港海军基地西北区域,轨迹三,2017年
512155917822164996,2020/11/14 06:44:46.205000000,2020/11/14 06:44:46.205000000,0,512155913783050240,,7月3日,苏里高海峡,轨迹三,2017年
512155917826359296,2020/11/14 06:44:46.206000000,2020/11/14 06:44:46.206000000,0,512155913783050240,,7月6日,樟宜海军基地,轨迹三,2017年
512155917826359297,2020/11/14 06:44:46.206000000,2020/11/14 06:44:46.206000000,0,512155913783050240,进行了马拉巴尔2017年三方演习的进入阶段。海上航行阶段将于7月14日进行。,7月9日,印度钦奈海岸,轨迹三,2017年
512155917826359298,2020/11/14 06:44:46.206000000,2020/11/14 06:44:46.206000000,0,512155913783050240,参加马拉巴演习,7月17日,孟加拉湾,轨迹三,2017年
512155917826359299,2020/11/14 06:44:46.206000000,2020/11/14 06:44:46.206000000,0,512155913783050240,与普林斯顿号航空母舰（CG 59）和肖普号航空母舰（DDG 86）穿越霍尔木兹海峡北行,7月23日,霍尔木兹海峡,轨迹三,2017年
512155917830553600,2020/11/14 06:44:46.207000000,2020/11/14 06:44:46.207000000,0,512155913783050240,在海上连续航行了86天之后，对麦纳麦进行了为期4天的自由访问。,8月26日,巴林哈利法·本·萨勒曼港,轨迹三,2017年
512155917830553601,2020/11/14 06:44:46.207000000,2020/11/14 06:44:46.207000000,0,512155913783050240,与普林斯顿号（USS Princeton）一起，进行的FS吉恩·巴特（D615）和纽卡斯尔（HMAS Newcastle）（FFG 06）参加团体帆练习；9月19日，与FS Auvergne（D654）和FS Jean Bart 进行团体航行。,9月8日,阿拉伯海湾,轨迹三,2017年
512155917830553602,2020/11/14 06:44:46.207000000,2020/11/14 06:44:46.207000000,0,512155913783050240,对迪拜进行了为期四天的自由访问。,9月26日,杰贝阿里港,轨迹三,2017年
512155917830553603,2020/11/14 06:44:46.207000000,2020/11/14 06:44:46.207000000,0,512155913783050240,越过了霍尔木兹海峡南行。该航母在北阿拉伯湾（NAG）驻扎时，发射了1322架战斗机，向伊拉克和叙利亚的目标交付了903枚军械，以支持“固有决心”行动。,10月22日,霍尔木兹海峡,轨迹三,2017年
512155917830553604,2020/11/14 06:44:46.207000000,2020/11/14 06:44:46.207000000,0,512155913783050240,进行为期三天的港口访问,10月28日,斯里兰卡科伦坡,轨迹三,2017年
512155917834747904,2020/11/14 06:44:46.208000000,2020/11/14 06:44:46.208000000,0,512155913783050240,,11月4日,樟宜海军基地,轨迹三,2017年
512155917834747905,2020/11/14 06:44:46.208000000,2020/11/14 06:44:46.208000000,0,512155913783050240,,11月8日,吕宋海峡,轨迹三,2017年
512155917834747906,2020/11/14 06:44:46.208000000,2020/11/14 06:44:46.208000000,0,512155913783050240,,11月11日,朝鲜海峡,轨迹三,2017年
512155917834747907,2020/11/14 06:44:46.208000000,2020/11/14 06:44:46.208000000,0,512155913783050240,罗斯福号、里根号参加了“力量展示”演习,11月12日,日本海,轨迹三,2017年
512155917834747908,2020/11/14 06:44:46.208000000,2020/11/14 06:44:46.208000000,0,512155913783050240,,11月14日,朝鲜海峡,轨迹三,2017年
512155917834747909,2020/11/14 06:44:46.208000000,2020/11/14 06:44:46.208000000,0,512155913783050240,,11月20日,阿普拉,轨迹三,2017年
512155917838942208,2020/11/14 06:44:46.209000000,2020/11/14 06:44:46.209000000,0,512155913783050240,进行了为期四天的港口访问,11月25日,珍珠港海军基地,轨迹三,2017年
512155917838942209,2020/11/14 06:44:46.209000000,2020/11/14 06:44:46.209000000,0,512155913783050240,,12月5日,圣迭戈海军基地,轨迹三,2017年
512155917838942210,2020/11/14 06:44:46.209000000,2020/11/14 06:44:46.209000000,0,512155913783050240,,12月10日,布雷默顿海军基地,,2017年
512155917838942211,2020/11/14 06:44:46.209000000,2020/11/14 06:44:46.209000000,0,512155913783050240,升级改造,1月26日,布雷默顿海军基地,,2018年
512155917838942212,2020/11/14 06:44:46.209000000,2020/11/14 06:44:46.209000000,0,512155913783050240,,5月28日,布雷默顿海军基地,,2019年
512155917843136512,2020/11/14 06:44:46.209000000,2020/11/14 06:44:46.209000000,0,512155913783050240,,6月24日,圣迭戈海军基地,,2019年
512155917843136513,2020/11/14 06:44:46.210000000,2020/11/14 06:44:46.210000000,0,512155913783050240,,7月24日,布雷默顿海军基地,,2019年
512155917843136514,2020/11/14 06:44:46.210000000,2020/11/14 06:44:46.210000000,0,512155913783050240,参加了SOCAL Op舰队替换中队的运输机资格考试,9月16日,布雷默顿海军基地,,2019年
512155917843136515,2020/11/14 06:44:46.210000000,2020/11/14 06:44:46.210000000,0,512155913783050240,,9月19日,圣迭戈海军基地,,2019年
512155917843136516,2020/11/14 06:44:46.210000000,2020/11/14 06:44:46.210000000,0,512155913783050240,进行为期4天的港口访问,10月1日,圣迭戈海军基地,,2019年
512155917843136517,2020/11/14 06:44:46.210000000,2020/11/14 06:44:46.210000000,0,512155913783050240,,10月4日,布雷默顿海军基地,,2019年
512155917847330816,2020/11/14 06:44:46.211000000,2020/11/14 06:44:46.211000000,0,512155913783050240,进行了弹药装填,10月22日,华盛顿奎诺特以西约50海里处,,2019年
512155917847330817,2020/11/14 06:44:46.211000000,2020/11/14 06:44:46.211000000,0,512155913783050240,,10月23日,布雷默顿海军基地,,2019年
512155917847330818,2020/11/14 06:44:46.211000000,2020/11/14 06:44:46.211000000,0,512155913783050240,,11月15日,圣迭戈海军基地,,2019年
512155917847330819,2020/11/14 06:44:46.211000000,2020/11/14 06:44:46.211000000,0,512155913783050240,,11月23日,加利福尼亚州蒙特雷西南约50海里,,2019年
512155917847330820,2020/11/14 06:44:46.211000000,2020/11/14 06:44:46.211000000,0,512155913783050240,,12月11日,圣迭戈海军基地,,2019年
512155917847330821,2020/11/14 06:44:46.211000000,2020/11/14 06:44:46.211000000,0,512155913783050240,,12月16日,布雷默顿海军基地,,2019年
512155917851525120,2020/11/14 06:44:46.212000000,2020/11/14 06:44:46.212000000,0,512155913783050240,,1月11日,布雷默顿海军基地,,2020年
512155917851525121,2020/11/14 06:44:46.212000000,2020/11/14 06:44:46.212000000,0,512155913783050240,,1月14日,圣迭戈海军基地,,2020年
512155917851525122,2020/11/14 06:44:46.212000000,2020/11/14 06:44:46.212000000,0,512155913783050240,为期四天的港口停靠,2月7日,圣迭戈海军基地,,2020年
512155917851525123,2020/11/14 06:44:46.212000000,2020/11/14 06:44:46.212000000,0,512155913783050240,进行了为期3天的弹药装填,2月18日,华盛顿州哈德洛克港第安岛的弹药码头,,2020年
512155917855719424,2020/11/14 06:44:46.213000000,2020/11/14 06:44:46.213000000,0,512155913783050240,,2月21日,布雷默顿海军基地,,2020年
512155917855719425,2020/11/14 06:44:46.213000000,2020/11/14 06:44:46.213000000,0,512155913783050240,首先参加加利福尼亚南部沿海地区的综合训练,4月27日,布雷默顿海军基地,,2020年
512155917855719426,2020/11/14 06:44:46.213000000,2020/11/14 06:44:46.213000000,0,512155913783050240,,6月3日,圣迭戈海军基地,轨迹四,2020年
512155917855719427,2020/11/14 06:44:46.213000000,2020/11/14 06:44:46.213000000,0,512155913783050240,途经夏威夷群岛以北向西航行时，与美国海军育空号（T-AO 202）进行了海上补给,6月14日,珍珠港海军基地,轨迹四,2020年
512155917855719428,2020/11/14 06:44:46.213000000,2020/11/14 06:44:46.213000000,0,512155913783050240,航行时与USNS Matthew Perry（T-AKE 9）进行了海上补给。,6月22日,关岛东北部,轨迹四,2020年
512155917859913728,2020/11/14 06:44:46.214000000,2020/11/14 06:44:46.214000000,0,512155913783050240,与普林斯顿号航空母舰（CG 59），斯特雷特号航空母舰（DDG 104）和拉尔夫·约翰逊号航空母舰（DDG 114）一起，与西奥多·罗斯福号航空母舰（CVN 71），USS一起进行演习（PHOTOEX）,6月23日,关岛东北部,轨迹四,2020年
512155917859913729,2020/11/14 06:44:46.214000000,2020/11/14 06:44:46.214000000,0,512155913783050240,进行为期四天的自由港访问,6月24日,阿普拉海军基地,轨迹四,2020年
512155917859913730,2020/11/14 06:44:46.214000000,2020/11/14 06:44:46.214000000,0,512155913783050240,与罗纳德·里根号（CVN 76号），安提坦号（CG 54号）和穆斯丁号（DDG 89号）一起，在南中国海进行“武力展示”,7月6日,南海,轨迹四,2020年
512155917859913731,2020/11/14 06:44:46.214000000,2020/11/14 06:44:46.214000000,0,512155913783050240,,7月13日,菲律宾海,轨迹四,2020年
512155917864108032,2020/11/14 06:44:46.215000000,2020/11/14 06:44:46.215000000,0,512155913783050240,,7月14日,苏里高海峡,轨迹四,2020年
512155917864108033,2020/11/14 06:44:46.215000000,2020/11/14 06:44:46.215000000,0,512155913783050240,,7月15日,巴拉巴拉海峡,轨迹四,2020年
512155917864108034,2020/11/14 06:44:46.215000000,2020/11/14 06:44:46.215000000,0,512155913783050240,,7月18日,穿越新加坡海峡,轨迹四,2020年
512155917864108035,2020/11/14 06:44:46.215000000,2020/11/14 06:44:46.215000000,0,512155913783050240,,7月18日,马六甲海峡,轨迹四,2020年
512155917864108036,2020/11/14 06:44:46.215000000,2020/11/14 06:44:46.215000000,0,512155913783050240,参加演习,7月19日,苏门答腊西北,轨迹四,2020年
512155917868302336,2020/11/14 06:44:46.216000000,2020/11/14 06:44:46.216000000,0,512155913783050240,,7月24日,印度西南海岸,轨迹四,2020年
512155917868302337,2020/11/14 06:44:46.216000000,2020/11/14 06:44:46.216000000,0,512155913783050240,,7月29日,北阿拉伯海,轨迹四,2020年
512155917868302338,2020/11/14 06:44:46.216000000,2020/11/14 06:44:46.216000000,0,512155913783050240,海上补给,9月9日,杜克姆港,轨迹四,2020年
512155917868302339,2020/11/14 06:44:46.216000000,2020/11/14 06:44:46.216000000,0,512155913783050240,,9月18日,霍尔木兹海峡,轨迹四,2020年
512155917868302340,2020/11/14 06:44:46.216000000,2020/11/14 06:44:46.216000000,0,512155913783050240,支持“固有决心”行动,9月22日,阿拉伯海湾,轨迹四,2020年
512155917868302341,2020/11/14 06:44:46.216000000,2020/11/14 06:44:46.216000000,0,512155913783050240,,10月7日,哈利法·本·萨勒曼港口,轨迹四,2020年
512155917872496640,2020/11/14 06:44:46.217000000,2020/11/14 06:44:46.217000000,0,512155914294755328,艾森豪威尔前正在进行综合训练小组练习，计划在中东进行部署。,2月21日,诺福克海军基地,轨迹一,2009年
512155917872496641,2020/11/14 06:44:46.217000000,2020/11/14 06:44:46.217000000,0,512155914294755328,,2月26日,大西洋,轨迹一,2009年
512155917872496642,2020/11/14 06:44:46.217000000,2020/11/14 06:44:46.217000000,0,512155914294755328,为期两天的港口访问,3月10日,法国马赛,轨迹一,2009年
512155917872496643,2020/11/14 06:44:46.217000000,2020/11/14 06:44:46.217000000,0,512155914294755328,,3月11日,地中海,轨迹一,2009年
512155917872496644,2020/11/14 06:44:46.217000000,2020/11/14 06:44:46.217000000,0,512155914294755328,进行港口访问,5月16日,巴林萨勒曼港,轨迹一,2009年
512155917876690944,2020/11/14 06:44:46.218000000,2020/11/14 06:44:46.218000000,0,512155914294755328,进行为期三天的港口停靠,7月14日,葡萄牙里斯本,轨迹一,2009年
512155917876690945,2020/11/14 06:44:46.218000000,2020/11/14 06:44:46.218000000,0,512155914294755328,,7月30日,诺福克海军基地,轨迹一,2009年
512155917876690946,2020/11/14 06:44:46.218000000,2020/11/14 06:44:46.218000000,0,512155914294755328,计划在中东部署。,1月2日,诺福克海军基地,轨迹一,2009年
512155917880885248,2020/11/14 06:44:46.219000000,2020/11/14 06:44:46.219000000,0,512155914294755328,,1月21日,苏伊士运河,轨迹一,2009年
512155917880885249,2020/11/14 06:44:46.219000000,2020/11/14 06:44:46.219000000,0,512155914294755328,支持阿富汗的“持久自由行动”。,1月28日,阿拉伯海,轨迹一,2009年
512155917880885250,2020/11/14 06:44:46.219000000,2020/11/14 06:44:46.219000000,0,512155914294755328,进行了为期四天的港口访问,3月17日,迪拜,轨迹一,2009年
512155917885079552,2020/11/14 06:44:46.220000000,2020/11/14 06:44:46.220000000,0,512155914294755328,,3月31日,阿拉伯海,轨迹一,2009年
512155917885079553,2020/11/14 06:44:46.220000000,2020/11/14 06:44:46.220000000,0,512155914294755328,,7月2日,巴林萨勒曼,轨迹一,2009年
512155917885079554,2020/11/14 06:44:46.220000000,2020/11/14 06:44:46.220000000,0,512155914294755328,进行为期三天的港口访问,7月6日,土耳其安塔利亚,轨迹一,2009年
512155917885079555,2020/11/14 06:44:46.220000000,2020/11/14 06:44:46.220000000,0,512155914294755328,进行为期四天的港口停靠,7月13日,意大利那不勒斯海岸,轨迹一,2009年
512155917889273856,2020/11/14 06:44:46.221000000,2020/11/14 06:44:46.221000000,0,512155914294755328,,7月26日,梅波特海军基地,轨迹一,2009年
512155917889273857,2020/11/14 06:44:46.221000000,2020/11/14 06:44:46.221000000,0,512155914294755328,经过7个月的部署后返回了母港诺福克海军基地,7月28日,诺福克海军基地,轨迹一,2009年
512155917889273858,2020/11/14 06:44:46.221000000,2020/11/14 06:44:46.221000000,0,512155914294755328,布什号航空母舰（CVN 77）一起卸下弹药,8月30日,弗吉尼亚,轨迹一,2009年
512155917889273859,2020/11/14 06:44:46.221000000,2020/11/14 06:44:46.221000000,0,512155914294755328,进行了为期9个月的维护,9月18日,诺福克海军造船厂,轨迹一,2009年
512155917893468160,2020/11/14 06:44:46.222000000,2020/11/14 06:44:46.222000000,0,512155914294755328,离开诺福克，计划在美国第五和第六舰队责任区（AoR）进行部署。,6月20日,诺福克海军基地,轨迹二,2012年
512155917893468161,2020/11/14 06:44:46.222000000,2020/11/14 06:44:46.222000000,0,512155914294755328,进行了为期三天的港口访问,7月3日,西班牙马略卡岛帕尔马,轨迹二,2012年
512155917893468162,2020/11/14 06:44:46.222000000,2020/11/14 06:44:46.222000000,0,512155914294755328,进行为期三天的港口访问,7月13日,希腊罗得岛,轨迹二,2012年
512155917893468163,2020/11/14 06:44:46.222000000,2020/11/14 06:44:46.222000000,0,512155914294755328,,7月18日,苏伊士运河,轨迹二,2012年
512155917897662464,2020/11/14 06:44:46.222000000,2020/11/14 06:44:46.222000000,0,512155914294755328,,7月25日,阿拉伯湾,轨迹二,2012年
512155917897662465,2020/11/14 06:44:46.223000000,2020/11/14 06:44:46.223000000,0,512155914294755328,,8月9日,阿拉伯湾,轨迹二,2012年
